Individual	Species	RB	ZB	MB	GSL	RD	CDM1	BaL	D	BuL	OccW
JAP110	PRO	0.211153200956523	0.884350020948433	3.11921309635993	-0.436392860657515	0.261266633722131	1.22732654685306	-1.39550170715457	-2.10487865591012	2.35813391436114	0.104937164239906
JAP116	PRO	1.04407105617623	0.300349483813825	0.869176143738561	-0.61378782735344	0.602421719837686	1.32035576066435	-0.930181874548989	-0.155684068438586	-0.404259970893701	-0.713786397162484
JAP117	PRO	0.0848424341645284	1.17630353943719	0.511619421692213	-0.534267820943525	0.951142773091661	1.46817740391165	-0.906303067379028	-1.132227471643	0.382899648444175	-1.3390885586082
JAP118	PRO	-2.48265648821267	1.58751277883706	0.314433623851964	0.685300069985003	1.98069412547573	1.0649448306323	0.285113613412322	0.341373876194998	4.0216787890109	1.33605475513073
JAP122	PRO	-0.869236512057143	0.376418692899827	1.96494793253302	0.277804456159781	1.67405321880397	1.46769324031185	-1.0881317587397	1.53971154961228	3.56490945553398	-0.962514711128789
JAP124	PRO	-0.215235319965621	0.35750764538606	1.52259638228125	-0.416390258608466	0.3748387605653	1.45829845765385	-1.57525371585391	-2.78865308165533	0.838756194097654	3.31558838277919
JAP133	PRO	-1.13931067820104	-0.469285293531495	1.74789571010485	1.41227970508882	1.71582976318007	1.09294624489566	0.875358248438154	2.92150746846291	3.35724055171027	-0.879081958042792
JAP145	PRO	2.90895245007964	1.54008557733642	1.57128565034797	0.0538325654890595	1.74740752019883	2.35312617054339	-0.380386910188558	-0.287737541069686	2.94669114798291	2.20768616560396
JAP152	PRO	-0.710330201695243	1.89450053937081	2.19771851312772	1.20182624687847	1.74431333108683	2.23918586221507	-0.0802630467729238	1.23246524280714	0.603284081737629	3.56454687337994
JAP155	PRO	-2.2361657961696	-0.230533208449405	0.611280310052618	0.190488591183973	1.00879999121918	0.417218280584331	-1.04942479658997	-2.27640507054224	-1.67850821844648	-1.72957125297508
JAP160	PRO	-2.83742977202835	-0.332233340584134	0.598983817760495	-0.379976261266338	1.00917392145188	0.273835168121579	-0.772591901831001	0.986284199870129	0.626581207512714	-0.21529545102744
JAP161	PRO	-1.49527894264106	-1.09769351370485	-0.108364891460145	0.447822523012921	0.540779573257948	1.02306262402716	0.0225859131438209	-0.531871943231713	-0.524467465934272	-0.331944287974414
JAP162	PRO	0.713882613078358	3.01553230948103	2.38131571481155	-0.635164467141886	0.247198338113023	1.35748674290175	-0.815994244996707	0.677697771765592	-2.33386714248009	0.0314836834221412
JAP168	PRO	-0.262031215525295	0.521906137371846	2.20153438999102	-0.967905598068151	-1.07659813855338	-0.0655372243557042	-1.58852708879999	-1.0845530944569	-0.775092414258722	-1.42697183631108
JAP173	PRO	0.516174055916537	0.8902430005111	1.2690661011084	-0.180689064872595	0.0234203021676914	0.488810158523579	-0.909000482208638	-1.26589099657537	-0.262210976719878	-1.97844362273183
JAP179	PRO	-0.790053903911985	0.831093134017334	0.240875826062542	-0.789844778424379	-0.901731365145984	0.197518418584109	-0.231402087669429	-1.42346114526453	-1.0178625368633	-2.23408460953239
JAP192	PRO	1.16041202846946	0.501773487826022	0.383261858172293	-0.357862658236297	2.53389033827546	1.72253390860859	-1.20379346724017	0.921336421557041	0.753564939428576	3.58825445908353
JAP193	PRO	0.254969046623144	0.852035626866181	-0.501801604876835	0.28366616141038	1.61264836874768	1.67674737347972	0.291298624302779	1.07287365533116	2.1002243743035	0.95629968765143
JAP208	PRO	-1.21809464250175	1.01256283263586	-0.172733315974816	0.0936677714497243	1.96920993406364	1.54262529453778	-0.230753342131344	1.4261150187618	0.834912912065026	2.14545583661221
JAP209	PRO	1.38090338767596	0.086154557139058	-1.49230047759674	0.915218406755559	2.03558889629473	1.09772579625723	-0.0866514569315692	-0.376640846106524	3.1618565649628	-1.20548935922351
JAP223	PRO	0.0359695600179416	0.0830215215608358	-0.0590994707006848	-0.244137180012333	1.6871435781115	0.453971881221542	-1.24419094012757	0.75480497169062	3.27378943913251	-0.472311211728914
JAP225	PRO	1.62911585942	1.57743009110791	1.1966865062156	-0.992088232263075	2.26042023374563	0.0764603122259834	-1.40259790598304	-1.19848503029091	2.60650433216651	-3.20911528167475
JUF009	PRO	2.76705101686304	0.365588299825578	0.634791622765576	-0.622766544875037	0.618743211504858	-0.710702252335891	-0.287195394639799	1.78280817982045	-0.973929260014851	2.35979613791879
JUF017	PRO	-0.132222172399862	0.0788920871137255	0.210273133517296	-0.358059578536418	-0.323351380508153	-0.992779393255222	0.0423358395921593	2.82332888209566	1.49678647505091	3.71259640965593
JUF028	PRO	-0.989148551106987	-1.43238525497915	-1.04028839080316	0.0233906225019135	0.211570239453669	-0.66344428176763	-0.116397483778294	1.5415337477963	0.464949751123777	0.468793927938799
JUF164	PRO	-0.812637677953931	-1.50645501481633	-0.0389801732825053	0.0192870609001032	1.44913598660466	-0.0458156250383106	-1.00665614249286	-0.666321802434592	1.18990572294836	1.60528173049033
M968564	PRO	0.764967070073323	-1.97735411458991	-1.40329443537355	0.861042429935612	-1.25139488989694	-0.813708112561699	1.18952491338895	0.161575472870299	5.04029583530132	-1.99604734547471
M97029	PRO	2.32936532788583	1.03731645055304	1.71737800723459	-0.240063156167859	-0.574658585362103	0.678363843692605	0.153138301454782	0.38680794293231	4.19569834602356	5.7136900171529
M97124	PRO	2.39354022420274	1.89074157086217	0.412211419796506	-0.0690945202004577	-0.248936632185401	-1.13101398735587	0.824345956045103	1.01552674858524	3.86630915994687	2.74368586257617
M97184	PRO	-2.59236927945284	-0.118073563459951	0.924103739715087	-0.32141244025244	-1.67502605474044	0.337594702944491	-1.40954276160108	-2.58485087055604	0.123196506671121	-1.40291458902632
M976265	PRO	0.655575509944529	1.9328188633841	1.46469171099154	-1.65978935497821	1.74933287117525	0.218043485811432	0.428005214444273	-1.70985062266145	3.16173687343815	-1.39071974366934
MCNM1380	PRO	-2.93733470818499	-1.35034063259837	-1.06938848389231	1.17682792052977	-1.42380359194837	-0.78112423333629	0.618769252489002	-2.21123499982276	1.83535553948277	0.435381633668001
MCNM1461	PRO	1.07129197657244	-0.00663574982677534	0.377843524702362	-1.39829356534903	-1.07161187135789	-0.837599892437771	-0.103735214138486	0.217083204835125	0.554004707643262	0.816305740897982
MCNM1490	PRO	-2.80656808681927	1.10902050227042	3.03935859728486	1.06464367439255	-0.769229270026446	1.58771049269217	0.162886064320978	-0.57327272963557	4.50964559832929	5.91960521961866
MCNM1497	PRO	3.20279303161361	1.16026979550169	-1.05581936111926	0.147698673417108	-1.01715342847682	-2.97535378395598	1.08971059406191	-1.31665149737826	2.31822244534707	-4.46011098356695
MCNM980	PRO	4.06416723449995	1.78737925475415	5.06862151309979	-2.63225234152796	-0.616711827188274	-0.376179181955847	-0.866852639590788	1.45251309891763	-0.353054053774801	3.90798237659559
MJ008	PRO	0.468600716624311	0.767283146838087	1.29483618416243	0.980569640775746	1.64649677765297	-1.23013798807948	0.367274621378122	2.04720739068997	1.81994414421007	-1.38483739212217
MJ018	PRO	-1.59402639595803	1.81208291748838	1.98011558106395	2.36971987647895	0.830299851177566	0.394991358548693	1.33780489448316	0.632307956279275	5.0643534079817	0.0708864941616213
MJ070	PRO	1.43877948957012	-2.51809841516009	0.0960012741008569	0.496379423788149	-0.337363355716721	0.0139421390736712	1.72171194551771	2.34837694487314	-0.796525314599422	-1.69287708148255
MJ158	PRO	0.0745741032742403	-0.107572121784927	-2.50103895029817	0.789226199050768	-0.492830083483601	0.0751080036817652	-0.907255093231861	-1.67947851808074	1.8339929239899	1.96686413736797
MJ252	PRO	-1.98310664888152	-0.413680105626223	2.48912813283593	0.655626956771474	2.45525368937111	0.397312184888965	0.694952517931279	-2.06463202506078	-1.19268031941027	2.36741207574804
MJ272	PRO	1.599533285604	-1.04852535992044	2.22495944265628	0.353565825806924	-0.131217185224721	0.386286485586899	0.457673193391922	-0.103915028296436	6.50325591782018	-0.662006555641813
MJ330	PRO	-0.453432112856358	1.31518092764282	-1.69070625903429	0.124211531079033	0.381283743536079	0.148384612768501	0.389879969702393	0.0553370650551605	1.57539606340158	2.93186101591762
MJ391	PRO	-3.15506570630981	-0.125861658536688	-0.273419197631068	0.364467000847394	-0.0973125592650602	0.0666289413173428	0.704163992940079	-1.25243310754169	-1.83182258741813	0.466292603225444
MJ397	PRO	-2.69413077830641	-0.34870906762008	0.934646877406951	1.95396247266045	-0.480998965725861	0.635547753350525	1.58466083165077	1.3664715394989	3.42539210631839	1.11806474966305
MJ402	PRO	-1.91792918291222	-0.187800875151579	-0.937640469493771	1.00281342069287	0.621485640069842	0.658224543534051	0.625640999612819	2.56125165417285	6.63759861145764	1.30246858217199
MJ449	PRO	0.585074473487367	-0.950349619992812	4.16490287340251	1.77190530105539	0.757578057551054	-0.330941779231626	0.580905431004914	0.751497074692577	3.3392395468963	-1.60408504560974
MJ515	PRO	-2.1684329754365	0.699580968049852	1.69613860247268	1.14701158105262	0.991084456210086	-0.0022023566466021	1.82645643107337	-0.349730047505572	4.4355995092745	0.942144338853248
MJ537	PRO	-2.74541924885262	1.76462107084718	1.05075499253928	-0.690958483298982	0.306065829871698	0.432032652706884	0.148524208324125	1.1922556491764	6.08155992879869	-1.60019929053663
MJ540	PRO	1.46269767633819	-0.368410788770549	1.32059115169683	-0.339756185634412	1.3544896208637	1.02263923762596	1.17151317174832	2.67562685660176	5.75117772247167	0.848995940352133
MJ549	PRO	0.902108882744586	-1.69209218596244	-1.46018648474419	1.22286619442471	-0.233903762421809	-0.20299159281735	1.24124582574191	0.43832041852988	2.47256706369832	-2.60878557870429
MJ601	PRO	-2.49021389281152	-2.56189086176046	2.1155382934452	0.436084688804107	-0.40185480485186	-1.20282570043318	0.102286897529244	-0.120639470777927	-1.64689965284965	-0.13446902091999
MJ636	PRO	2.74658083292394	-1.48981946089888	-0.919557762598738	1.23978355803132	-1.47948157950589	-0.106562136224347	0.331529661376223	0.91520954232173	3.21688780095916	0.902201868211161
MJ709	PRO	-0.719787225788278	-2.85305109917637	2.58281243437104	0.184293907990372	-0.191616264859438	1.78965920275489	0.800181884816156	0.564741186274067	2.94913593545798	3.07401186301568
