Individual	Species	RB	ZB	MB	GSL	RD	CDM1	BaL	D	BuL	OccW
MJ774	PRO	-1.43691767876863	0.319295789375973	2.16914870152125	-0.65814588909939	0.188663982425813	0.759911033319999	-0.570363358194869	0.0126034375371467	3.72662348522028	-2.11227232606049
MN19620	PRO	-0.84059846491085	0.211807054695717	-0.0578645857142735	-0.171708646772637	1.5719302407894	-1.33979431369754	1.06012719927873	0.0708693122230549	0.336995147878943	1.59587063437686
MN19622	PRO	-0.0427695243188801	0.26366352444346	-1.57699716137707	0.424215956142655	0.279565820427273	-0.972714620993778	0.814559984226996	-0.195236746467684	-1.43289507441887	0.816753628465494
MN19625	PRO	-1.11412267168607	-1.45701173358075	0.504550968400075	0.217310173955321	1.5426834222923	0.283220789167194	0.282557841836004	0.437307476452746	-1.56436052618146	-0.549452404786297
MN1974	PRO	-0.585034094261316	-0.880412792288984	-2.99726118074954	1.04862220505621	1.27600603405511	0.725849294555259	-0.288487670435643	-0.751623417041219	-1.04409196630615	0.0198784358751351
MN21910	PRO	0.266784454573012	-0.880969103558163	-2.13531433155619	-0.166413861887231	-0.907755702325008	-1.27819054186011	0.837497183940317	0.679366704860683	-1.15942850465979	-3.93458859353545
MN21912	PRO	-0.529620040354635	2.44300431519138	-0.917160020011131	-0.875744245508815	-2.1182437437945	-1.37104727707938	1.31940952962459	-1.93105206887018	-0.2188158245435	-2.94168087626292
MN21918	PRO	-0.762998787947098	-0.620029336369674	-1.38956014006638	1.05295390617189	-1.71092560387941	-1.83549798621114	1.75009060426899	-1.39432768332005	0.277621682793468	-2.62963753592377
MN21919	PRO	-0.430061265281939	0.279555370291564	0.244041148953107	0.397525615571018	0.0319530393056989	-0.803424697671877	-0.215969790634076	-0.454490494349871	0.0289918461471035	1.56846505525476
MN21920	PRO	3.02619080618127	0.690454985369032	-0.449039089133934	-0.866463557818187	-1.31974948239398	-1.37726750539744	0.32516729105773	1.00040648865077	-2.04307050690056	2.35896839869
MN22258	PRO	0.952438333523645	1.32554106002497	1.21283478413407	-0.638468475542477	-1.14328163389043	-0.426355597747286	0.910910042914643	-2.50699809483111	3.84107742258096	-3.52972673600301
MN34460	PRO	-1.1048262603781	0.837236897488307	0.993577457964468	-0.471783799951574	-0.910679346263892	-1.05022423567923	1.43793948648887	1.35100129404359	1.62753898410446	1.47937505309558
MN34462	PRO	0.167855869979922	-1.12447008432198	-2.73814970837523	0.521612271811532	1.73987226733115	0.984781866352116	-0.871555267089174	1.1246022365531	0.504694773244754	3.39456960893732
MN35875	PRO	-1.81694352893848	-0.962063268057774	-0.981359808869941	0.180004577173511	1.20927431083125	1.33339655534585	0.132752940858368	0.107534297839548	-3.96780383028738	-4.27723669991253
MN35994	PRO	3.25868812596499	-0.164669640656735	0.23765749474987	-0.989169975130144	-1.73024739160831	-1.98100022078073	-0.0683265376428317	1.02413086174354	-0.0212419485675502	-4.4351215009677
MN36021	PRO	2.89974327752804	-0.534780167897377	-1.77386752609782	-0.90599727230672	-0.802929948622292	-1.74066110391624	-1.04483250222732	-0.11697467155615	0.0296002581006283	3.5708849782172
MN36036	PRO	2.47328485864168	1.54052894785355	-0.318818606759204	-1.72725496470015	-0.699519346582921	-1.07294639805569	-0.648384046859735	-2.21677068460053	0.474051016544063	-1.44090256022069
MN36049	PRO	2.70251214013154	0.420485896158567	0.225676688052256	-0.512538482769018	-0.675242031354028	-1.11285848692572	-0.100020306630159	-1.26355064187275	0.677392007514109	-0.930997724156126
MN36063	PRO	2.1321903306227	0.362183610996297	-1.72052978645656	-0.845877881117275	0.530651733344827	-1.55907992778748	-0.00331619708272421	-1.96712357646495	1.53108223052982	-1.98890291203042
MN36064	PRO	0.871490392993718	1.43531661637129	0.490731509219334	-0.487292024934088	-0.54887503018928	-0.902759167021001	0.0073234546566935	-0.50037723093918	-0.171653126554765	-0.210685908123437
MN36081	PRO	1.24428236569032	1.90250159838346	-0.99499905021642	-0.391072620200322	-0.908392752799423	0.590203541444402	0.60046358587097	-0.178944533069498	0.123526966335339	4.19085966830401
MN69017	PRO	-4.19543644221334	-0.871397224452997	-1.30007445832929	0.106297933970733	1.60162011191263	-0.443735766518542	0.572635443560503	1.66910859385584	-1.44819940873238	-1.34658976893249
MN69018	PRO	1.33930295849337	-3.28827260606775	0.237570048288672	-0.150192541188653	1.43163045583444	-1.14781839764146	1.10376304940417	0.96931907062594	-0.32085146876953	2.45604195402495
MN69025	PRO	1.58673612839886	0.0597598968388444	-0.455297976712162	-0.3534298593596	0.0380647349759784	-0.492794245634631	-1.1160229198016	2.38982364192481	-0.729887958477175	-1.82399865239866
MN69031	PRO	2.33449360453553	0.137294035996556	-0.0111529245793022	0.246155475107918	-1.53897691800729	-1.41113368444895	0.257128855136932	2.58476055719151	0.106964430790271	2.18814257463268
MN69044	PRO	1.40422939183342	-2.06442133023525	0.438559540889558	-0.129454606226043	-0.184014763965061	-0.145648508939464	-0.101039613557543	-0.421103423465876	0.375991142802822	1.44497114056617
MN69046	PRO	-4.1114906854392	-1.72615923046547	-0.742888809394241	1.21259384171494	-0.0405544907413905	-0.513766421846572	1.81637814596259	1.94258832206074	-0.938391536337644	-0.607372402011849
MN69059	PRO	-0.426608065129517	-1.27575082364913	-0.708902277721047	0.559694273246659	-0.323932597012898	-1.5884020828983	0.563981238677537	2.42712780351059	0.775351877124876	-0.591037808165849
MN69135	PRO	2.74081525828524	1.62407098980254	-0.806564763214938	0.00255080441827298	-0.751610221516452	-0.873899454857258	0.714352370958615	0.220427643389468	2.015995780544	5.12955999874762
MN69136	PRO	0.210363198775528	-2.44824225896952	-0.0699545828880773	1.10667249947392	-0.0570330083127372	-1.67187998655032	-0.330326797262052	1.87485169305986	2.51338582294762	2.42445810047958
MN69138	PRO	-0.616688304868916	0.297104705450526	0.368593533610186	0.685883974613179	1.25877323266417	-0.390520803204608	0.540541929491989	0.200352878147405	-0.92415282680786	0.591418459162463
MN69144	PRO	0.711361192820133	0.663321274249753	-0.48448196405569	0.354350347424945	-1.94568885023444	-0.908996193108685	-0.437630345829282	1.82943665462785	-2.56851735195438	2.73423177279166
MN69163	PRO	-2.53922523783245	-2.98560706552673	-1.68365156511381	0.888594181455776	0.0888031100299222	-0.896029267286943	1.11966877415669	0.623739158945653	-1.11351856769021	-0.408289239130323
MN69164	PRO	-0.145637577640401	-1.14482575480816	0.339574884933677	0.660773138576772	-1.5660030008234	-0.261962265662341	1.38341764365228	2.52392179771805	1.4511833512856	0.757795095517285
MN69165	PRO	0.589834944114407	0.986928708250958	-0.563680503486813	1.70846646744538	0.911526680287911	-0.723609493882946	-0.0197428584426486	2.76945087443467	0.760238956423084	0.95202676941527
MN69166	PRO	2.11826599015394	-0.416598349464739	-1.6487501948629	0.320157009377249	2.37162927514316	0.790424179655415	0.20546637900095	0.920454726655119	-2.58395223763358	2.44585886171647
MN69171	PRO	-1.13855108049392	0.762643571668527	1.65075530914296	0.00413832579896039	-1.29634746209452	0.567968551418566	-0.0301541926261214	0.947301160058372	1.7625628202728	2.71080677213742
MN69172	PRO	0.8258346561834	0.165063293306374	1.27209620818758	0.282268669873472	0.584365281337982	-0.704207116533187	0.551712876433948	2.44953706105649	1.64114257999812	-0.0547824129206959
MN69182	PRO	0.559051115724409	1.55565552842074	2.11730648834584	-0.0223768994884888	0.185210416722165	-0.998446300729573	-0.598196828889406	1.48763676780068	-2.31496571374485	3.29152110127381
MN69187	PRO	-0.691361502761434	-0.863123926072716	-1.95110133039347	0.212094924942384	-0.4370728941074	-1.44639935349818	0.787209229329562	2.1157277774258	-1.14601210221134	-1.69143213553244
MN69188	PRO	-1.26577708275549	-1.60323583877298	-2.27088562353851	1.0591908137258	1.15346416094015	-0.0884754945358571	-0.203926657734155	0.585695082095659	1.56848935465535	-1.85953614120276
MN69189	PRO	1.3092414830876	1.4747644310889	0.677893155418027	-0.167812461588089	-0.976119182337093	-1.4168828037186	1.03675370010336	2.20169853570132	1.54020435791423	4.17087920836051
MN69194	PRO	-0.976602882309248	-1.6313537483692	-0.00767165443154941	0.147554886278094	-0.516216379784654	-1.06421848441168	-0.149222688129107	2.39626888454129	-1.6245945496619	-2.02799749555487
MN69242	PRO	2.17270985160644	0.729141175703409	-0.219143978899723	-0.648615838678952	1.66043825535331	-0.121374657952054	-0.169580797167952	0.673019738597085	-0.65491703473355	1.73668383147238
MN69244	PRO	1.611081270059	-0.870392760815223	-1.27467002022718	0.468334455637273	1.19847630580773	-1.65959557465895	0.962384306524266	1.61496437661485	-1.86076784528098	0.447514632791038
MN69263	PRO	-1.75144383442769	0.0281761981085549	0.763016124473052	-0.0123545007522223	0.360075405195131	-0.0498518321287245	0.0993163593823207	1.58595319592493	-0.166360767697116	3.75221948450417
MN69264	PRO	0.128594896277354	-1.13009158650452	0.532357476471218	1.515300948821	2.77370705956843	1.1318965608546	1.52292280474408	-0.146560455836793	2.08299544939272	1.63618241752303
MN69344	PRO	1.55738106196478	0.440686488787515	-0.320284431159752	1.01637884667401	0.911763595763041	-0.406984151622007	0.711036430707176	2.54733348378619	1.71674762685546	-1.78983194718197
MN69347	PRO	-1.46381278670143	-0.366096758576967	-0.56637874482887	-0.232342208377226	0.200718385007893	-0.657819537234181	0.13074389805508	-0.612406543863787	1.61530719822832	0.738313721704929
MN76211	PRO	0.329316957423648	0.00304975357725579	-1.69029856079064	0.834813323927535	0.830867910137997	-0.664737517778519	0.468802980275695	-1.44024039718475	2.97078881292637	-2.46296903835666
MN76215	PRO	-0.955509350790481	-0.53595240784249	-2.27952805509069	0.455648570446606	-0.893290549390931	-1.60648472307169	0.547097485364056	-1.34685137746142	1.53054517359401	-1.11784289233225
MN76741	PRO	-1.04955832628011	0.923456691158316	2.13690834953139	-1.14286521291081	-0.0450791153132885	-0.149003288296526	-0.358822355617172	-1.26501232229952	2.83182093599262	3.2873454281467
MN76750	PRO	-0.54200919887788	-0.161146018731597	-0.569064806502083	-0.378663028479414	-1.03083911602167	0.350138440541554	0.647124979796127	-0.529075269845573	3.77023728896477	0.917500400895624
MN76754	PRO	1.44883958069691	-0.380145164282097	0.243817000787507	-0.995068438650088	-1.22659753280423	-1.84244091014949	-0.70213295782701	-0.460118566225328	1.70187550602662	5.106236000088
MPEG20766	PRO	0.77328959624919	0.0968665144214523	-0.510360928585408	-0.246522230516439	-1.35859586474365	0.137577380544713	1.49074375406037	0.593377154627528	3.44242804248835	1.41698793893253
MPEG20767	PRO	0.499705990843966	0.221143504511919	-0.241152700579377	0.845054508858831	-0.714931985355574	0.141734315672546	1.91126265006387	2.04166976600704	2.79923758194988	1.02806759762169
MPEG20769	PRO	0.676197421794197	1.45630094640103	1.18990587866092	-0.140001333091272	-1.70419543180612	0.226628437357506	0.0328669979564873	-0.223891205644661	0.465007130673142	0.910079777905765
MPEG20770	PRO	3.63313163684369	2.23212985957219	2.63417288428161	-0.584880885895086	0.0155414424123115	1.93001286660625	-0.776264824894761	-0.352601132762866	1.29388299799846	-0.924252155075665
MPEG20772	PRO	3.08970499570658	0.561263846767717	1.18475574631583	-0.152099558539214	-1.09962290494704	-0.41894894159294	-0.423027610970956	0.623132449760149	1.43654204015838	1.31461793512686
MPEG20775	PRO	-1.73260083082243	2.47298972432696	-1.24145188639557	-0.212765849163531	0.383139992883712	0.355975966786984	0.510801670215865	-0.0991846985896463	0.196433918154367	1.54205266013496
MPEG20779	PRO	-2.49816809829389	0.85995887176611	-0.849774979678368	-0.185386985241653	0.139899816946353	0.213387587605069	-0.78518510554958	1.79964848113644	0.534960739809778	0.401233195970354
MPEG20787	PRO	-0.082862528047852	0.139017206070329	1.03201199522951	-0.821683417994712	-1.71464833479309	-2.66001196703239	0.518350359506615	0.807659213056309	1.89296814067693	-1.43223962799426
MPEG20790	PRO	-0.439781416006837	-0.322808312321491	-0.540735254669849	-0.276926689420061	-2.42780653072159	-0.623091988976208	0.112919118188346	0.421664941756185	-0.348159803221183	3.49516073325553
MPEG20791	PRO	-0.515225398858746	0.250726406340185	1.08383625336572	0.062859155917273	-0.365508151440724	1.93328868266694	0.202228758952437	-1.1768364855105	-1.52241058677659	-0.605179474153694
MPEG20792	PRO	-0.502063363042942	0.944998665360245	-1.46771244329925	-0.608050739890343	-2.86566887924983	-0.992193124641002	0.477547060155417	0.371886927661846	0.304078556555545	-0.31767656266267
MPEG20794	PRO	3.36721922640986	1.08328666388731	-0.741393580321985	-1.53504551775221	0.371528834216921	1.29581141796759	-1.69969148531376	-1.65056791303916	0.181782915235562	1.14500055153195
MPEG20796	PRO	0.654061353536456	2.97838167063521	4.62701710424193	-1.29536910467949	-1.14308888347943	1.48696118940984	-0.526588250674317	-1.26645590874731	1.80193914044516	4.74781072314736
MPEG20797	PRO	-1.40123238963501	-0.390520897320712	1.76751348341916	-0.429277793391986	-2.53185690951478	0.238576876014934	0.0173151469478457	-0.789746662958432	0.259885155066101	1.14611413330278
MPEG20798	PRO	-1.5894535520682	-0.268246593631366	-2.23660290010618	0.0983514210788949	-2.56653576779247	-2.17614770033118	0.542078018513945	0.578367633415826	-0.891517665600025	-2.77985979179345
MPEG21339	PRO	-0.634726159669635	1.70018262406461	-1.97311443457719	-0.0398946370585224	0.0205339748534067	1.39420293823086	0.429024449755246	0.251163065562583	0.0360249314065429	-0.146453853838826
MPEG21983	PRO	3.49246828697582	2.28362327750689	0.918062096955182	-0.215760874603511	0.718344435841551	1.69796510047496	-1.71558143901883	-2.45632348238437	4.19902854684702	0.966449400665218
MPEG25502	PRO	0.871769257177115	0.396007589193695	0.124846859291717	2.00211123751234	1.14086458195888	-0.123301237383442	1.84172766089205	4.62089542286043	2.84348430019434	-0.659392153599242
MPEG25504	PRO	0.888470668833691	2.32313537345625	1.90212854566569	0.362781745232553	1.77894511297083	1.77899341629632	-0.571075355176285	1.01897532922662	3.88016315443174	1.76021801368909
MPEG25505	PRO	-0.438887785947898	1.81103796445162	1.41122856679695	1.0545797858965	1.18356089643506	0.448621932482875	0.72806968212067	0.759797144883507	3.75395331583258	4.63963614173854
MPEG25506	PRO	4.42568521747092	-1.50416896994564	1.48472159152635	0.272744145547595	1.1116702482294	0.274190709674075	0.368888815827817	1.98947443451075	5.81657535211408	0.344824655632111
MPEG25507	PRO	2.25733008831269	3.89992070962626	1.57644991423893	1.28511263962139	1.81133842908168	2.96627323527717	0.307037313717542	0.713253862503868	5.37125252881802	0.0433649211748011
MPEG25508	PRO	5.15716045521334	1.51582610075701	3.06628547959212	-0.714710938956557	-0.622999282594168	-0.285450179555849	0.187647520932504	0.801065007071267	3.71415353912946	-1.9366479026883
MPEG25509	PRO	-0.16986219698255	-0.637468693056628	0.447443869904137	1.1688187569452	2.21674388236719	-0.404149366749954	1.51978671021276	1.21046380832737	4.71719270289921	-0.240464000665347
MPEG25511	PRO	2.78060818267178	2.51996757047144	1.35542686460229	1.63217197213692	1.81799696635036	2.71870724606416	0.728222301490229	0.948840652253556	1.22060878336359	-0.27344942854341
MPEG25512	PRO	3.9413242219422	-0.0678189388871726	-0.306870578736413	-0.500939692737255	3.12269069457952	0.905396551818506	1.09669321611119	2.54241015811622	1.1829237692365	1.03878409139179
MPEG25515	PRO	0.746277671758055	-1.83737831228992	-0.716418610449396	0.672412463784065	0.189659656584775	-0.939458176950353	1.55978903607672	2.66642075144987	2.03128637390871	-2.77218622326508
MPEG25516	PRO	0.123259407282378	0.0497221655642922	0.433766756545796	0.343818139516284	0.894952355649641	0.347499948510778	1.33009624653993	1.2231333925421	1.88724514917162	1.79888334746236
MPEG28342	PRO	-1.70376398773733	-1.57630120119146	-1.58268538550457	-0.0578819926618178	0.417460895789924	-1.50726999656774	-1.02544795127145	-1.41774440172448	-3.41912813958375	3.40676545502553
MPEG28343	PRO	0.939121800552085	0.351919463313261	-0.185813524559466	0.108422989301291	-0.541224520851364	-0.83327936044235	0.386742342265896	0.0375676167952845	0.265653577534947	0.180161004726414
MPEG28344	PRO	1.33944773315558	-0.918628782615772	-0.450722100375998	-1.03336270514501	1.77379264280835	0.754095563245906	0.141241134034541	-0.578196853259859	1.62775835001261	-2.34222639415943
MPEG28346	PRO	-1.32871651319679	-3.22331701523221	-0.4778563543455	0.306755137869946	-0.678461336545034	-2.10891215306941	0.746356988998871	-0.69597179850197	-3.80128334606023	2.55558439478478
MPEG28347	PRO	1.55283008410977	0.36980806627921	2.11264839491629	-1.63445673123627	-1.71113936640097	-1.27888296192228	-0.979535148625104	-2.07433248528005	1.06325650113876	-0.805852870547886
MPEG28349	PRO	1.97836606710922	-0.81306933661295	-0.0413546650958982	-1.03036394086894	0.166258589806844	-1.18025691221673	1.26277521620874	0.795879501174426	-1.48979196273095	1.17004435167401
MPEG28350	PRO	0.858730693026431	-2.08345575119321	0.15917191689168	-0.197018929621392	1.13898003096979	-0.153508297026691	0.129393536596045	-0.679443882066059	1.87417640979119	-0.51464375216599
MPEG28351	PRO	-1.13018712255118	-1.08229244275355	0.892322792842791	-0.076375558781781	-1.3156168129426	-0.0467263556968039	0.435035682521431	0.921062033867939	1.85561968681034	-4.6833319998146
MPEG28353	PRO	2.60018384269506	-0.130715848015061	0.607327231347963	-1.3713543823517	-1.84375792156621	0.137546384095843	-0.174698196762596	-0.999230927742361	0.768859229971537	-1.89659577373099
MPEG28354	PRO	-0.308034962134776	-1.95319360722036	-2.74520583951166	-1.17118525690111	0.759378202128526	0.21554565453143	-0.250071139583239	-0.0133140396154737	-1.11132277012043	-5.14742358474095
MPEG28357	PRO	1.7986559397035	-1.62772139860325	2.91570475802831	0.126207922950273	-1.3142508434291	0.487634119511255	-0.789449833443449	0.560762767623419	-0.211089609346106	5.62416778388043
MPEG28358	PRO	-0.786068925508404	-0.230807588394873	1.61970967894901	-1.52324126443905	0.00296085844712002	-0.641328361338167	0.929774251058788	1.13478559134311	1.4788421713907	-0.199418892205632
MPEG28360	PRO	4.42803050091796	0.311234993522541	-1.16454174679309	-1.72639457490273	-1.78356508222611	-0.607300551082138	-0.174751614146967	0.574106790389451	-0.309361589838025	-2.80244388967825
MPEG28361	PRO	-2.15375107572805	-1.1042644429551	0.99502566200741	-0.580975314971291	-0.376925886716829	0.774239573867149	0.936366499256926	-0.321072177380071	1.77810247653744	-2.74708761242039
MPEG28362	PRO	1.13781389297614	-1.5630798364119	-1.13403211968464	-0.536847596683658	-2.07646765650658	-0.722842999217494	1.10583188348088	0.395235131446086	-0.615697440053082	-0.906421632172183
MPEG28363	PRO	2.56683458144991	-1.2410736706491	0.328066785912428	-1.35791754409591	0.453281882922837	-0.333675092408437	0.769729311537639	0.243642488548015	0.639199860277762	-0.0375470253757914
MPEG28364	PRO	-1.71543364212779	-2.7697901717525	-1.03367989983205	-0.274891604405926	-0.511438148278241	-0.240187286635291	0.38555258325121	2.28719653705794	-2.83500127189058	2.26936488079042
MPEG28368	PRO	2.05307794713516	-1.78979358451386	-2.63703198402871	-1.33752734828231	-0.137315029600001	-0.720928136139794	-1.41043541108712	-0.874961160935256	0.845944053904002	0.586159883617948
MPEG28369	PRO	-1.3194181346771	-1.87961197343574	-1.468248700624	-0.533180838147598	-1.51424584663322	-0.841279615351113	-0.114121779235434	1.96875425924276	-1.22157948360728	-1.76623169015165
MPEG28372	PRO	2.39284992049796	0.296445389153787	-1.02270558148164	-1.03551450120242	-1.99190382996315	-0.542684078843357	-0.82840624831594	-0.134275589441031	-2.15136326507222	1.38718694224864
MPEG28373	PRO	1.52756832929298	1.62707626916618	0.789410433173384	-1.64716303638477	-2.62651477667006	-1.10247611633348	-1.86090005103049	0.365241416577266	0.117354014828005	0.648781233414869
MPEG28374	PRO	3.75797053606882	0.764565100535178	1.42364986827027	-0.998784945301331	-1.07575296436518	-0.26268304591242	-0.388138407073487	0.0966179631713588	-3.02075977268629	1.56361220034681
MPEG28377	PRO	1.14222837725734	0.917025202934462	-0.558751537381167	-1.83918551453728	-2.73498973465359	0.163019431322419	-1.20722906956987	-0.89743928738589	-3.31201382677247	-3.11997915370813
MPEG28397	PRO	3.54392191530693	-0.148025637494217	-1.24614420122199	0.394105924878653	0.348376655575404	0.382403335655643	-1.06411282035054	0.360637923722453	-3.01851435474525	-1.65593978074836
MPEG28398	PRO	4.75279047032345	0.872358893448539	0.755584303444091	0.56663133590507	1.3110377875183	1.82609386693266	-0.838236806285204	-0.64395982592113	0.461522108783343	-0.250644639757563
MPEG28400	PRO	-1.01410938071481	-0.811157394740683	1.65451357694074	1.43704001137872	1.04020555783887	-0.0809166969201172	0.0943814745532749	1.62261799374013	-1.44092813647787	-3.36391528195067
MPEG28408	PRO	2.43803356185946	2.19494744987304	2.04062948244278	-0.100200874762549	0.0653912284419015	-0.219013690260222	-0.135335936613963	-1.00429063322721	1.48068734767338	1.0311057804853
MPEG28409	PRO	1.04651245176336	-0.127004776850516	-0.0163045641130341	1.45604281853551	1.1853758058674	-0.396275903544108	0.284829556569244	-0.35023410554819	-0.00049395179065459	0.605647544892566
MPEG28414	PRO	2.39323372098435	-0.36515652430779	-2.10620169951366	1.31058403480445	0.440406473041286	0.014009577881769	0.380291315696636	1.59413267421627	-2.16250169780575	-0.592878215833644
MPEG28416	PRO	-0.0971132428883895	-1.81045155682048	-3.29740906747572	1.23816631837546	2.0844527921834	0.905299208507762	-0.113912348307984	-0.00784894631981707	-0.150946977167288	-3.33834592900953
MPEG28417	PRO	1.97297845330366	-2.02172429321151	-1.95856937853673	-0.239792829092773	0.871734295812085	-0.387140849963708	0.124102866624446	0.702256964030159	-4.86035943007626	-3.83891360790909
MPEG28419	PRO	-2.04673259257785	-0.741854270950668	-0.440449544810084	0.951120329115431	0.554029891405808	-0.635485769268673	0.706420618277475	0.191461424508434	-3.23810294115533	-5.07990450867666
MPEG28424	PRO	3.25375707000351	1.15934479427806	0.215645503702881	0.635244538519622	-0.762401377124285	-0.802325314853584	0.877838950475181	-0.0117038946661384	-2.60256814724565	-1.05509957453961
MPEG28427	PRO	4.57688776109875	-0.233236963892767	-0.280218050172978	0.350646663510193	2.04991824321768	0.667425058047691	-0.670926002603559	-0.364402577014577	-3.42950266628312	3.52930996828023
MPEG28429	PRO	-0.551783877101625	-0.258200083803302	3.42201205632806	0.229459738708362	0.935986670780906	-0.52382053382802	0.778800312265792	2.31966218330502	-0.384406745780117	2.60394224078447
MPEG28430	PRO	-0.33100858491003	-1.13412966148756	0.595957261050791	0.156892840494062	0.531857528832375	0.779579605003041	0.550422050906847	-0.0840461361218156	-0.0692002837019015	-1.79633270002832
MPEG28432	PRO	1.1813337956995	0.644617430679891	0.585800495524006	0.568909708828475	1.95589315631689	0.323499307480172	1.04590988064359	0.492174427713227	-1.1981655356636	1.05858218727513
MPEG28433	PRO	1.24162678659478	1.15777989293844	-1.45535286676809	1.28836082847988	0.405949637895497	1.00141032801709	-0.363749214070577	-0.863664320725782	1.93309781058578	-0.222420495649569
MPEG28437	PRO	2.40480643186096	-2.78828678981244	-2.24043741583189	0.381826401726366	1.61228354062277	-0.385572007690901	-0.042608755382009	1.22752119089885	-0.986842004559837	0.0821880055774465
MPEG28438	PRO	2.97787014733731	-0.470976802168595	1.48061569842321	0.863641582950992	1.03574989775685	-0.522766908721588	-0.4653491220224	0.185928696570077	-0.795263179807936	0.695764818839694
MPEG28443	PRO	1.60416002826242	-0.00606885430973815	-1.9622758818905	1.3092300442844	0.344130931304813	-0.73208057413272	0.127521747206316	1.74441374819548	0.6800185501146	0.574421902582404
MPEG28444	PRO	1.1596334224908	-0.90792728097316	-1.69295142250483	1.77603659516662	0.447589669774513	0.360168672524764	0.0426510231406236	0.190328345103023	1.3905798594855	1.60613812204262
MPEG28447	PRO	2.71476616795604	1.95562883941159	-0.312410867002549	0.440013418076664	0.6300536641838	1.01915472209003	-0.442584231087303	-0.190309174019654	-2.14830527415753	-0.588730351104412
MPEG28448	PRO	2.43990315243578	2.46592313375065	0.867027108681618	0.191060493378326	2.84901470392957	2.52971236153938	-0.806528749241819	0.0199734993285421	-0.175034607193908	1.9188955107286
MPEG28449	PRO	0.554917198815043	-0.0327320872876844	0.463604967290482	1.15015557773012	-0.718865738219694	-0.592288497335267	0.611464226963055	-0.260751494859984	-0.316511382478591	1.45190218903202
MPEG28451	PRO	1.30371774979127	-0.0742112106387869	-0.662288095965988	0.778345120705252	2.0555682659564	0.00296150506430273	0.611537465600941	-0.228054142082809	0.47319177871275	-1.96228891129467
MPEG28452	PRO	3.2468808330448	0.136612315373886	-0.483660112621817	1.49785575674567	0.94934656786062	-1.55851455858862	0.48606202688013	-0.106592867348976	-1.33955157706211	0.354953497320541
MPEG28453	PRO	3.71896651324504	-0.955578946412362	-1.29026572874663	0.779597766020489	0.276443439891901	1.23846703648793	0.702428374399133	0.990323146623542	-0.89056626759236	-0.921455259085616
MPEG28455	PRO	3.5741841823737	-0.831307269697842	-0.113529928470283	-0.0247233385710226	1.40014219655462	0.80389343926466	-1.36666344117522	-1.15723863544919	-1.65160730147085	-1.813868518125
MPEG28456	PRO	-1.55184652230725	-0.425444740167571	-0.519157864946491	0.836946000720832	1.00594797049972	-0.334567163094952	-0.202877345602105	1.36502170904204	-1.74717041722854	-2.00183631732262
MPEG28459	PRO	2.60810492751465	0.826417466172913	-0.797200653749418	0.377018525882038	0.843177882976206	0.8673406073733	-0.354056882676888	0.535563922167885	1.43413198310718	0.646088137190908
MPEG28460	PRO	0.641739832050805	2.01513012124162	0.489137628558089	-0.983925965488582	-1.50656797330738	-0.152119024951644	0.331188324611188	-1.2926160742079	1.47766663847168	-0.815313530907289
MPEG28486	PRO	-4.61342778938543	-2.34204266887949	-0.601179890606607	0.0342482634314661	-0.078713681038477	-1.92999410784274	0.299581254077838	1.66557515260834	-1.70732274578069	0.986085002268235
MPEG28491	PRO	-2.31427844832624	-0.61172598979208	-1.6057908165892	0.714298764249075	-0.722627170871858	0.39005056119535	-1.22706985813771	-0.75212362849999	-4.57532605607743	-1.6425737059181
MPEG28492	PRO	-2.63292362426759	0.161466871974057	-0.749459671146469	-1.04777441054273	-0.64173131243028	0.71606676969903	-0.525219477024186	0.224167182645889	-2.99779601338763	-3.2186971874902
MPEG28493	PRO	-4.56659350383662	-2.89014172699622	-3.10042732710549	0.449823614093344	-0.381350294134854	-1.03309101936828	0.997926622718229	0.585375186676309	-5.27034702478944	-4.10727520334044
MPEG28529	PRO	-0.305134265555733	-1.84030801358194	-0.833097318013889	-0.0464617192358624	-1.77276437897423	-1.1344772776322	-0.635839570049615	1.40422433106201	-0.753251662343253	1.15298340413113
MPEG28531	PRO	-1.96159188626028	-3.22192113929485	-0.0654240040610966	0.590229876415927	-0.212683944752683	1.15391696964447	-0.902646504771818	0.282991644412117	-6.32488768654489	-3.57980171844146
MPEG28532	PRO	-0.216521117382806	-0.812592945020822	-2.32817434172638	-0.56163251708696	0.184453520806837	-0.601694608604879	-0.0370550906306088	-1.13858930443269	-4.48901096394421	-0.515692448927681
MPEG28533	PRO	-1.12265625674021	0.0680491014458765	0.243639963568532	-0.162747389250762	-0.613260159642815	1.44911538164571	-0.905094394714288	-2.0161158237953	-2.54280826192581	-1.09994583728873
MPEG28534	PRO	-1.62124669331814	-2.29830583856253	-1.60276758908091	1.402988172105	-2.17429852722348	-1.44162697220785	0.089970660494207	0.422887460339824	-6.66022362583526	-2.13022227195682
MPEG28535	PRO	-3.68997243949808	-1.0722559727796	-1.92201258812787	1.40210022428049	-0.587463051644882	-0.675798719087759	0.819766793744336	-0.999482448176783	-3.28840642620656	-1.61871917491785
MPEG28537	PRO	-4.79294904652784	-1.40273977767904	-1.44819376064565	-0.30785058852718	-0.0217119049213236	-0.801529477145245	0.757052092666011	0.82352906804528	-2.95128963689471	-0.729611845654107
